시군구코드,접수년도,처리구분,접수번호,물건번호,상세물건번호,변경구분,공개반영일,읍면동코드,시군구명,읍면동리명,용도지역코드,용도지역명,건물구분,계약일,전용면적,대지권면적,층수,지분거래구분,거래금액,건축년도,건물주용도코드,건물주용도명,해제여부,해제사유,해제사유발생일,중개구분,중개업소주소,매도자거래주체정보,매수자거래주체정보,신고번호,물건번호
41450,2024,4,864,1,1,U,20240415091822,4145010900,경기도하남시,망월동,UQA210,중심상업,집합,20240221,58.56,,2,,34500,2017,04401,제2종근린생활,2,추가입력완료,,중개거래,,개인,개인,64041214,1
41360,2024,4,2790,1,1,U,20240415091822,4136010100,경기도남양주시,호평동,UQA220,일반상업,집합,20240313,33.3,,1,,71000,,04008,제2종근린생활,2,추가입력완료,,중개거래,,개인,개인,78368521,1
41135,2024,4,1881,1,1,U,20240415091822,4113510200,경기도성남시분당구,수내동,OTHERS,기타,집합,20240326,34.03,,,,65000,1995,03001,제1종근린생활,2,추가입력완료,,중개거래,,개인,개인,89356811,1
41285,2024,4,2592,2,1,C,20240412043631,4128510900,경기도고양시일산동구,사리현동,UQA121,제1종일반주거,일반,20240301,221.76,482,,,80000,2008,03001,제1종근린생활,C,계약해제,20240402,중개거래,,개인,개인,82141880,2
41281,2024,4,2360,1,1,U,20240415091822,4128113100,경기도고양시덕양구,덕은동,UQA220,일반상업,집합,20240227,64.99,,1,,183010,,14204,업무,2,추가입력완료,,직거래,,개인,개인,87501614,1
41830,2024,4,1020,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240214,45,,45,,1760,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,62254218,1
41173,2024,4,997,1,1,U,20240415091822,4117310400,경기도안양시동안구,호계동,UQA330,준공업,집합,20240124,19.86,,,,7000,,14299,업무,2,추가입력완료,,중개거래,,개인,개인,63192215,1
41830,2024,4,1019,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240214,45,,35,,1082,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,62281218,1
41830,2024,4,1010,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240207,90,,27,,689,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,62257217,1
41830,2024,4,1083,1,1,U,20240415091822,4183038026,경기도양평군,양동면 계정리,UQB200,생산관리,일반,20240130,211.12,652,,,30000,2006,03022,제1종근린생활,2,추가입력완료,,중개거래,,개인,개인,63622223,1
41830,2024,4,1037,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240214,45,,28,,1760,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,62302209,1
41830,2024,4,1014,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240214,45,,45,,1976,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,62255215,1
41830,2024,4,1025,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240207,45,,35,,1685,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,62254219,1
41830,2024,4,1673,1,1,U,20240415091822,4183035023,경기도양평군,서종면 수능리,UQB100,계획관리,일반,20240309,63.96,105,,,19000,2010,04002,제2종근린생활,2,추가입력완료,,중개거래,,개인,개인,83483099,1
41590,2024,4,8825,1,1,U,20240415091822,4159025622,경기도화성시,우정읍 호곡리,UQB200,생산관리,일반,20240305,134.7,675,,,19800,2010,03001,제1종근린생활,2,추가입력완료,,중개거래,,개인,법인,81696848,1
41370,2024,4,3233,1,1,U,20240414055657,4137010400,경기도오산시,궐동,UQA121,제1종일반주거,일반,20240327,142.44,118,,,26700,1991,03001,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,89406801,1
41590,2024,4,11649,4,1,U,20240414055657,4159013700,경기도화성시,송동,UQA130,준주거,집합,20231107,55.2,,1,,21530,2017,03001,제1종근린생활,2,추가입력완료,,중개거래,,,,89179776,4
41830,2024,4,1032,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240214,45,,35,,1685,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,62270216,1
41173,2024,4,984,1,1,U,20240415091822,4117310400,경기도안양시동안구,호계동,UQA330,준공업,집합,20240124,22.9,,,,14000,,07999,판매,2,추가입력완료,,중개거래,,개인,개인,62602217,1
41830,2024,4,1024,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240207,45,,35,,1685,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,62270215,1
41360,2024,4,407,1,1,,,4136034022,경기도 남양주시,수동면 지둔리,UQC001,농림,일반,20240110,264,673,,전체거래,34000,2011,03022,제1종근린생활,2,추가입력완료,,직거래,,법인,개인,45732988,1
41360,2024,4,381,1,1,,,4136025324,경기도 남양주시,진접읍 연평리,UQA121,제1종일반주거,일반,20231218,739.77,638,,전체거래,188000,2004,04001,제2종근린생활,2,추가입력완료,,중개거래,경기 남양주시,,,45732979,1
41360,2024,4,414,1,1,,,4136010100,경기도 남양주시,호평동,UQA121,제1종일반주거,일반,20231218,866.2,447.5,,전체거래,170000,2009,11201,기타,2,추가입력완료,,직거래,,,,45732974,1
41360,2024,4,330,1,1,,,4136025621,경기도 남양주시,화도읍 마석우리,UQA122,제2종일반주거,집합,20231228,42.9,,1,전체거래,34925,2018,04999,제2종근린생활,2,추가입력완료,,직거래,,,,45732958,1
41360,2024,4,330,2,1,,,4136025621,경기도 남양주시,화도읍 마석우리,UQA122,제2종일반주거,집합,20231228,42.9,,1,전체거래,34925,2018,04999,제2종근린생활,2,추가입력완료,,직거래,,,,45732958,2
41360,2024,4,330,3,1,,,4136025621,경기도 남양주시,화도읍 마석우리,UQA122,제2종일반주거,집합,20231228,36.66,,2,전체거래,20162,2018,04999,제2종근린생활,2,추가입력완료,,직거래,,,,45732958,3
41360,2024,4,330,4,1,,,4136025621,경기도 남양주시,화도읍 마석우리,UQA122,제2종일반주거,집합,20231228,36.66,,2,전체거래,20162,2018,04999,제2종근린생활,2,추가입력완료,,직거래,,,,45732958,4
41360,2024,4,330,5,1,,,4136025621,경기도 남양주시,화도읍 마석우리,UQA122,제2종일반주거,집합,20231228,36.66,,2,전체거래,20162,2018,04040,제2종근린생활,2,추가입력완료,,직거래,,,,45732958,5
41360,2024,4,330,6,1,,,4136025621,경기도 남양주시,화도읍 마석우리,UQA122,제2종일반주거,집합,20231228,36.66,,2,전체거래,20162,2018,04999,제2종근린생활,2,추가입력완료,,직거래,,,,45732958,6
41360,2024,4,248,1,1,,,4136025326,경기도 남양주시,진접읍 팔야리,UQB100,계획관리,일반,20231218,120.65,312,,전체거래,37000,2010,04402,제2종근린생활,2,추가입력완료,,중개거래,경기 포천시,,,45732948,1
41360,2024,4,277,1,1,,,4136034026,경기도 남양주시,수동면 입석리,UQB100,계획관리,일반,20240103,197.6,408,,전체거래,39500,1995,04001,제2종근린생활,2,추가입력완료,,중개거래,경기 남양주시,개인,개인,45732898,1
41360,2024,4,136,1,1,,,4136025623,경기도 남양주시,화도읍 가곡리,UQD001,자연환경보전,일반,20231229,37.8,3306,,전체거래,15000,1960,06103,기타,2,추가입력완료,,중개거래,경기 남양주시,,,45732807,1
41360,2024,4,31,2,1,,,4136025325,경기도 남양주시,진접읍 부평리,UQA122,제2종일반주거,일반,20231229,63.6,303,,전체거래,55021,,04005,제2종근린생활,2,추가입력완료,,중개거래,경기 파주시,,,45732717,2
41830,2024,4,1008,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240214,45,,36,,1214,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,62281210,1
41830,2024,4,1026,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240214,45,,35,,1854,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,62254220,1
41590,2024,4,11649,3,1,U,20240414055657,4159013700,경기도화성시,송동,UQA130,준주거,집합,20231107,57.96,,1,,22600,2017,03001,제1종근린생활,2,추가입력완료,,중개거래,,,,89179776,3
41173,2024,4,1609,1,1,U,20240414055657,4117310400,경기도안양시동안구,호계동,UQA220,일반상업,일반,20240314,1395.66,16.89,,,14800,1992,03005,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,89280804,1
41360,2024,4,3447,1,1,U,20240414055657,4136011100,경기도남양주시,별내동,UQA130,준주거,집합,20240313,11.2,,7,,7000,2018,14204,업무,2,추가입력완료,,중개거래,,개인,개인,89271826,1
41173,2024,4,985,1,1,U,20240415091822,4117310400,경기도안양시동안구,호계동,UQA330,준공업,집합,20240124,19.86,,,,7000,,14299,업무,2,추가입력완료,,중개거래,,개인,개인,62862209,1
41285,2024,4,2737,1,1,U,20240414055657,4128510400,경기도고양시일산동구,장항동,UQA210,중심상업,집합,20240321,77.75,,7,,21000,2004,14299,업무,2,추가입력완료,,직거래,,개인,개인,89313805,1
41173,2024,4,1610,1,1,U,20240414055657,4117310400,경기도안양시동안구,호계동,UQA220,일반상업,일반,20240314,1395.66,16.89,,,14800,1992,03005,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,89294808,1
41830,2024,4,1013,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240207,45,,37,,9788,1988,15205,숙박,2,추가입력완료,,직거래,,법인,법인,62281216,1
41830,2024,4,1022,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240207,45,,45,,1760,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,62255219,1
41590,2024,4,11649,1,1,U,20240414055657,4159013700,경기도화성시,송동,UQA130,준주거,집합,20231107,52.48,,1,,20480,2017,03001,제1종근린생활,2,추가입력완료,,중개거래,,,,89179776,1
41830,2024,4,1056,1,1,U,20240415091822,4183032022,경기도양평군,강하면 왕창리,UQB100,계획관리,일반,20240124,78.96,598,,,74000,1993,04001,제2종근린생활,2,추가입력완료,,중개거래,,개인,개인,63013213,1
41830,2024,4,1034,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240214,45,,35,,1685,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,62254222,1
41830,2024,4,1009,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240207,45,,45,,1760,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,62270212,1
41630,2024,4,2320,1,1,U,20240414055657,4163025025,경기도양주시,백석읍 홍죽리,UQB100,계획관리,일반,20240304,188.91,926,,,108500,2023,03001,제1종근린생활,2,추가입력완료,,중개거래,,개인,개인,89398816,1
41173,2024,4,995,1,1,U,20240415091822,4117310400,경기도안양시동안구,호계동,UQA330,준공업,집합,20240124,22.9,,,,14000,,07999,판매,2,추가입력완료,,중개거래,,개인,개인,63109222,1
41360,2024,4,270,1,1,,,4136025622,경기도 남양주시,화도읍 묵현리,UQA430,자연녹지,일반,20231218,262.74,182,,전체거래,100000,2017,04999,제2종근린생활,2,추가입력완료,,중개거래,경기 남양주시,,,45733126,1
41360,2024,4,475,1,1,,,4136034026,경기도 남양주시,수동면 입석리,UQB100,계획관리,일반,20231222,287.85,442,,전체거래,49000,2022,04005,제2종근린생활,2,추가입력완료,,중개거래,경기 남양주시,,,45733078,1
41360,2024,4,478,1,1,,,4136011100,경기도 남양주시,별내동,UQA130,준주거,집합,20240112,92,,2,전체거래,40000,2014,04001,제2종근린생활,2,추가입력완료,,중개거래,경기 남양주시,개인,개인,45733066,1
41281,2024,4,2428,1,1,U,20240414055657,4128113000,경기도고양시덕양구,현천동,UQA230,근린상업,일반,20240328,229.9,330,,,70000,2024,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,89302803,1
41287,2024,4,988,1,1,U,20240414055657,4128710100,경기도고양시일산서구,일산동,UQA122,제2종일반주거,집합,20240320,13.42,,,,1671,1995,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,89185769,1
41390,2024,4,3064,1,1,U,20240414055657,4139013200,경기도시흥시,정왕동,UQA130,준주거,집합,20240331,7.04,,,,3200,2003,07999,판매,2,추가입력완료,,직거래,,개인,개인,89323812,1
41500,2024,4,2522,1,1,C,20240413060421,4150034021,경기도이천시,마장면 오천리,UQA220,일반상업,집합,20240405,37.17,,1,,63282,2023,03002,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,97560922,1
41131,2024,4,746,1,1,U,20240414055657,4113111200,경기도성남시수정구,고등동,UQA130,준주거,집합,20240401,82.64,,3,,56056,2020,03005,제1종근린생활,2,추가입력완료,,중개거래,,개인,개인,89254803,1
41117,2024,4,1653,1,1,U,20240414055657,4111710100,경기도수원시영통구,매탄동,UQA122,제2종일반주거,집합,20240304,19.5,,1,,7000,1988,04999,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,89203775,1
41590,2024,4,11649,2,1,U,20240414055657,4159013700,경기도화성시,송동,UQA130,준주거,집합,20231107,53.76,,1,,20970,2017,03001,제1종근린생활,2,추가입력완료,,중개거래,,,,89179776,2
41830,2024,4,1011,1,1,U,20240415091822,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240207,45,,45,,1760,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,62270213,1
41480,2024,4,4720,1,1,C,20240413060421,4148025021,경기도파주시,문산읍 문산리,UQA220,일반상업,집합,20240316,60.3,,4,,15930,2021,03999,제1종근린생활,2,추가입력완료,,직거래,,법인,법인,97037806,1
41360,2024,4,3445,1,1,U,20240414055657,4136011100,경기도남양주시,별내동,UQA130,준주거,집합,20240313,265.92,,7,,87000,2018,14204,업무,2,추가입력완료,,중개거래,,개인,개인,89367815,1
41285,2024,4,2896,1,1,C,20240413060421,4128510100,경기도고양시일산동구,식사동,UQA230,근린상업,집합,20240322,62.06,,2,,25000,2010,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,97037796,1
41117,2024,4,1658,1,1,U,20240414055657,4111710400,경기도수원시영통구,하동,UQA220,일반상업,집합,20240401,43.13,,,,52500,2019,04002,제2종근린생활,2,추가입력완료,,직거래,,기타,법인,89411804,1
41590,2024,4,11649,5,1,U,20240414055657,4159013700,경기도화성시,송동,UQA130,준주거,집합,20231107,54.2,,1,,21140,2017,03001,제1종근린생활,2,추가입력완료,,중개거래,,,,89179776,5
41590,2024,4,10681,1,1,U,20240414055657,4159012700,경기도화성시,반송동,UQA230,근린상업,집합,20240331,15,,10,,4200,2013,14204,업무,2,추가입력완료,,중개거래,,개인,법인,89271809,1
41273,2024,4,2935,1,1,U,20240414055657,4127310900,경기도안산시단원구,선부동,UQA220,일반상업,집합,20240311,11.83,,5,,2700,2003,14204,업무,2,추가입력완료,,직거래,,개인,개인,89190779,1
41192,2024,4,1769,1,1,U,20240414055657,4119210700,경기도부천시원미구,역곡동,UQA122,제2종일반주거,집합,20240320,42.13,,1,,28900,2001,03999,제1종근린생활,2,추가입력완료,,중개거래,,개인,개인,89367804,1
41500,2024,4,2523,1,1,C,20240413060421,4150034021,경기도이천시,마장면 오천리,UQA220,일반상업,집합,20240405,38.94,,1,,66462,2023,03002,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,97565921,1
41390,2024,4,3397,1,1,C,20240413060421,4139013200,경기도시흥시,정왕동,UQA210,중심상업,집합,20240315,112.32,,3,,500,1998,04999,제2종근린생활,2,추가입력완료,,직거래,,법인,개인,97310861,1
41450,2024,4,1688,1,1,C,20240413060421,4145011000,경기도하남시,풍산동,UQA130,준주거,집합,20240412,53.56,,1,,84786,2019,04001,제2종근린생활,2,추가입력완료,,직거래,,법인,개인,97008800,1
41171,2024,4,857,1,1,U,20240413060421,4117110100,경기도안양시만안구,안양동,UQA123,제3종일반주거,집합,20240312,33.48,,,,23000,1991,03999,제1종근린생활,2,추가입력완료,,직거래,,개인,법인,92138259,1
41480,2024,4,4703,1,1,C,20240413060421,4148031021,경기도파주시,월롱면 위전리,UQB100,계획관리,집합,20240411,36,,1,,5000,2008,03999,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,96862761,1
41820,2024,4,111,1,1,,,4182031026,경기도 가평군,설악면 미사리,UQB100,계획관리,일반,20240111,354.58,544,,전체거래,50000,2021,15002,숙박,2,추가입력완료,,직거래,,개인,개인,51288420,1
41820,2024,4,102,1,1,,,4182031033,경기도 가평군,설악면 방일리,UQB100,계획관리,집합,20240103,10.31,,,전체거래,17500,2016,15205,숙박,2,추가입력완료,,직거래,,개인,개인,51288410,1
41820,2024,4,6,1,1,,,4182031027,경기도 가평군,설악면 위곡리,UQB100,계획관리,일반,20231216,27.24,365,,전체거래,15739,2021,15002,숙박,2,추가입력완료,,직거래,,,,51288354,1
41480,2024,4,4706,1,1,C,20240413060421,4148031021,경기도파주시,월롱면 위전리,UQB100,계획관리,집합,20240403,30,,1,,3500,2008,03999,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,96839772,1
41273,2024,4,3072,1,1,U,20240413060421,4127310100,경기도안산시단원구,고잔동,UQA220,일반상업,집합,20240329,720.4,,,,160000,1989,15199,숙박,2,추가입력완료,,중개거래,,개인,법인,92266250,1
41550,2024,4,2516,2,1,U,20240413060421,4155032027,경기도안성시,금광면 삼흥리,UQB200,생산관리,일반,20240404,373.52,297,,,15615,2001,03999,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,93125252,2
41135,2024,4,2035,1,1,U,20240413060421,4113511100,경기도성남시분당구,금곡동,OTHERS,기타,집합,20240315,15.55,,,,20000,1996,04999,제2종근린생활,2,추가입력완료,,중개거래,,개인,개인,92853295,1
41171,2024,4,879,2,1,U,20240413060421,4117110100,경기도안양시만안구,안양동,UQA220,일반상업,집합,20240320,8.13,,,,3500,1980,07101,판매,2,추가입력완료,,직거래,,개인,개인,93829256,2
41550,2024,4,2516,3,1,U,20240413060421,4155032027,경기도안성시,금광면 삼흥리,UQB200,생산관리,일반,20240404,61.64,160,,,5052,2001,04402,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,93125252,3
41390,2024,4,3226,1,1,U,20240413060421,4139013200,경기도시흥시,정왕동,UQA330,준공업,집합,20240403,24,,1,,15000,1997,07999,판매,2,추가입력완료,,직거래,,개인,개인,93265250,1
41390,2024,4,3226,3,1,U,20240413060421,4139013200,경기도시흥시,정왕동,UQA330,준공업,집합,20240403,22.22,,3,,15000,1997,14299,업무,2,추가입력완료,,직거래,,개인,개인,93265250,3
41390,2024,4,3226,2,1,U,20240413060421,4139013200,경기도시흥시,정왕동,UQA330,준공업,집합,20240403,22.22,,2,,15000,1997,14299,업무,2,추가입력완료,,직거래,,개인,개인,93265250,2
41390,2024,4,3186,1,1,U,20240413060421,4139013200,경기도시흥시,정왕동,UQA130,준주거,집합,20240401,7.04,,1,,3000,2003,07999,판매,2,추가입력완료,,직거래,,개인,개인,92147261,1
41390,2024,4,3225,1,1,U,20240413060421,4139013000,경기도시흥시,장곡동,UQA130,준주거,집합,20240308,110.22,,3,,58130,2023,03005,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,93114255,1
41150,2024,4,2380,1,1,U,20240413060421,4115010400,경기도의정부시,신곡동,UQA220,일반상업,집합,20240323,134.25,,3,,26000,2003,03999,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,93854251,1
41570,2024,4,3083,1,1,U,20240413060421,4157025025,경기도김포시,통진읍 가현리,UQB100,계획관리,일반,20240327,165,600,,,55893,2023,04005,제2종근린생활,2,추가입력완료,,직거래,,법인,개인,93098258,1
41287,2024,4,1098,1,1,U,20240413060421,4128710500,경기도고양시일산서구,덕이동,UQB100,계획관리,일반,20231208,239.72,698,,,222300,2008,04006,제2종근린생활,2,추가입력완료,,직거래,,,,94790379,1
41800,2024,4,567,1,1,C,20240413060421,4180025023,경기도연천군,연천읍 상리,UQB200,생산관리,일반,20240405,69.66,397,,,7000,2020,04402,제2종근린생활,2,추가입력완료,,중개거래,,개인,개인,94324313,1
41281,2024,4,2566,1,1,U,20240413060421,4128110600,경기도고양시덕양구,성사동,UQA130,준주거,집합,20240405,39.2,,,,1000,1995,03999,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,93094253,1
41820,2024,4,381,1,1,,,4182031033,경기도 가평군,설악면 방일리,UQB100,계획관리,집합,20240126,176.07,,,지분거래,17500,2016,15205,숙박,2,추가입력완료,,직거래,,개인,개인,51288742,1
41820,2024,4,346,1,1,,,4182033027,경기도 가평군,상면 상동리,UQB100,계획관리,일반,20240120,300.54,939,,전체거래,70000,2019,15002,숙박,C,계약해제,20240329,중개거래,경기 고양시일산동구,개인,개인,51288688,1
41820,2024,4,333,1,1,,,4182031033,경기도 가평군,설악면 방일리,UQB100,계획관리,집합,20240108,10.42,,,전체거래,22500,2016,15205,숙박,2,추가입력완료,,직거래,,법인,법인,51288663,1
41820,2024,4,300,2,1,,,4182031023,경기도 가평군,설악면 회곡리,UQB100,계획관리,일반,20240130,367,875,,전체거래,30000,1995,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,51288620,2
41820,2024,4,282,1,1,,,4182031033,경기도 가평군,설악면 방일리,UQB100,계획관리,집합,20240112,10.36,,,전체거래,17500,2016,15205,숙박,2,추가입력완료,,직거래,,개인,개인,51288587,1
41820,2024,4,281,1,1,,,4182031033,경기도 가평군,설악면 방일리,UQB100,계획관리,집합,20240110,10.36,,,전체거래,17500,2016,15205,숙박,2,추가입력완료,,직거래,,개인,개인,51288584,1
41820,2024,4,233,1,1,,,4182033025,경기도 가평군,상면 덕현리,UQA430,자연녹지,집합,20240115,4.05,,,전체거래,1269,1992,15205,숙박,2,추가입력완료,,직거래,,법인,법인,51288551,1
41820,2024,4,203,1,1,,,4182031033,경기도 가평군,설악면 방일리,UQB100,계획관리,집합,20240108,10.36,,,전체거래,17500,2016,15205,숙박,2,추가입력완료,,직거래,,개인,개인,51288512,1
41820,2024,4,190,1,1,,,4182031034,경기도 가평군,설악면 천안리,UQB200,생산관리,일반,20231221,59.4,518,,전체거래,8958,1964,03999,제1종근린생활,2,추가입력완료,,직거래,,,,51288508,1
41820,2024,4,108,1,1,,,4182032524,경기도 가평군,청평면 대성리,UQB100,계획관리,일반,20230914,799.54,2396,,전체거래,385467,2012,04402,제2종근린생활,2,추가입력완료,,직거래,,,,51288424,1
41820,2024,4,767,1,1,U,20240413060421,4182025022,경기도가평군,가평읍 대곡리,UQA430,자연녹지,일반,20240226,476.53,994,,,141290,2011,04402,제2종근린생활,2,추가입력완료,,직거래,,법인,법인,92078261,1
41250,2024,4,624,1,1,U,20240413060421,4125010200,경기도동두천시,지행동,UQA220,일반상업,집합,20240403,162.06,,8,,23500,2007,10003,교육연구,2,추가입력완료,,직거래,,개인,법인,92174268,1
41830,2024,4,1981,1,1,U,20240413060421,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240329,45,,,,1214,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,91575156,1
41273,2024,4,3053,1,1,U,20240413060421,4127310400,경기도안산시단원구,성곡동,UQA220,일반상업,집합,20240327,33.11,,1,,68124,2023,03001,제1종근린생활,2,추가입력완료,,직거래,,법인,개인,92129250,1
41830,2024,4,1987,1,1,U,20240413060421,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240329,45,,16,,1760,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,91576157,1
41390,2024,4,1367,1,1,,,4139013200,경기도 시흥시,정왕동,UQA210,중심상업,집합,20240130,120.54,,2,전체거래,11000,1997,04999,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,46494931,1
41390,2024,4,1361,1,1,,,4139012000,경기도 시흥시,하상동,UQA130,준주거,집합,20240119,264.22,,3,전체거래,35000,2002,04010,제2종근린생활,2,추가입력완료,,중개거래,경기 시흥시,개인,개인,46494913,1
41390,2024,4,1234,1,1,,,4139013200,경기도 시흥시,정왕동,UQA330,준공업,집합,20240126,91.65,,7,전체거래,23000,2004,07999,판매,2,추가입력완료,,중개거래,경기 시흥시,개인,개인,46494825,1
41390,2024,4,1184,1,1,,,4139010100,경기도 시흥시,대야동,UQA130,준주거,집합,20240109,62.9,,3,전체거래,6000,1999,03005,제1종근린생활,2,추가입력완료,,중개거래,경기 시흥시,개인,법인,46494801,1
41390,2024,4,1201,1,1,,,4139013200,경기도 시흥시,정왕동,UQA130,준주거,집합,20240126,7.04,,1,전체거래,2900,2003,07999,판매,2,추가입력완료,,직거래,,개인,개인,46494799,1
41830,2024,4,1996,1,1,U,20240413060421,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240329,45,,36,,1214,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,91571164,1
41390,2024,4,1560,1,1,,,4139013500,경기도 시흥시,배곧동,UQA220,일반상업,집합,20240130,47.34,,6,전체거래,13500,,14204,업무,2,추가입력완료,,중개거래,경기 시흥시,개인,개인,46495145,1
41390,2024,4,1565,1,1,,,4139010300,경기도 시흥시,방산동,UQA121,제1종일반주거,일반,20240125,172.76,332,,전체거래,114700,2007,03001,제1종근린생활,2,추가입력완료,,중개거래,경기 시흥시,개인,개인,46495141,1
41390,2024,4,1578,1,1,,,4139013200,경기도 시흥시,정왕동,UQA122,제2종일반주거,일반,20240112,591.16,230.9,,전체거래,160000,1996,04402,제2종근린생활,2,추가입력완료,,중개거래,경기 시흥시,개인,개인,46495137,1
41390,2024,4,1526,1,1,,,4139010100,경기도 시흥시,대야동,UQA122,제2종일반주거,집합,20240123,33,,,전체거래,17250,2021,04999,제2종근린생활,2,추가입력완료,,중개거래,경기 시흥시,개인,개인,46495109,1
41390,2024,4,1526,2,1,,,4139010100,경기도 시흥시,대야동,UQA122,제2종일반주거,집합,20240123,33,,,전체거래,17250,2021,04999,제2종근린생활,2,추가입력완료,,중개거래,경기 시흥시,개인,개인,46495109,2
41192,2024,4,1828,2,1,U,20240413060421,4119210800,경기도부천시원미구,중동,UQA220,일반상업,집합,20240321,113.06,,2,,64332,2004,03005,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,91779185,2
41830,2024,4,1986,1,1,U,20240413060421,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240329,45,,,,1214,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,91575157,1
41390,2024,4,1697,1,1,,,4139013200,경기도 시흥시,정왕동,UQA210,중심상업,집합,20240208,243.36,,3,전체거래,76000,2002,03999,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,46495237,1
41390,2024,4,1697,2,1,,,4139013200,경기도 시흥시,정왕동,UQA210,중심상업,집합,20240208,121.5,,3,전체거래,37500,2002,03999,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,46495237,2
41390,2024,4,1692,1,1,,,4139013200,경기도 시흥시,정왕동,UQA220,일반상업,집합,20240131,549.14,,6,지분거래,42500,2022,15199,숙박,2,추가입력완료,,직거래,,개인,개인,46495228,1
41390,2024,4,1694,1,1,,,4139013200,경기도 시흥시,정왕동,UQA220,일반상업,집합,20240131,549.14,,7,지분거래,42500,2022,15199,숙박,2,추가입력완료,,직거래,,개인,개인,46495223,1
41390,2024,4,1651,1,1,,,4139013200,경기도 시흥시,정왕동,UQA210,중심상업,집합,20240201,129.36,,3,전체거래,28000,2002,03999,제1종근린생활,2,추가입력완료,,직거래,,개인,법인,46495178,1
41461,2024,4,2500,1,1,U,20240413060421,4146125023,경기도용인시처인구,포곡읍 둔전리,UQA122,제2종일반주거,집합,20240307,38.72,,2,,22900,2023,03005,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,92048276,1
